TransactionID,Date,StoreID,ProductID,Quantity,UnitPrice,CustomerID,PaymentMethod,ProductCategory
T2591,2023-08-01,S002,P003,4,263,C244,Online,Monitor
T2592,2023-06-21,S005,P006,4,611,C258,Card,Mouse
T2593,2023-10-15,S003,P013,5,1362,C165,Online,Monitor
T2594,2023-06-23,S001,P010,2,1332,C370,Card,Smartwatch
T2595,2023-04-23,S003,P019,3,307,C175,Online,Camera
T2596,2023-05-02,S004,P008,2,1461,C129,Cash,Printer
T2597,2023-02-01,S004,P018,5,743,C338,Cash,Monitor
T2598,2023-08-10,S005,P003,5,1338,C253,Online,Monitor
T2599,2023-04-29,S005,P017,3,1386,C194,Cash,Smartphone
T2600,2023-02-08,S002,P008,5,1113,C337,Online,Printer
T2601,2023-09-25,S002,P010,5,1047,C215,Card,Smartwatch
T2602,2023-08-21,S004,P002,3,869,C396,Cash,Headphones
T2603,2023-01-18,S001,P012,4,259,C319,Cash,Monitor
T2604,2023-05-29,S003,P006,2,321,C346,Cash,Mouse
T2605,2023-05-29,S002,P002,4,1209,C132,Online,Headphones
T2606,2023-05-06,S002,P003,4,648,C120,Cash,Monitor
T2607,2023-10-29,S001,P017,2,1133,C153,Card,Smartphone
T2608,2023-12-26,S001,P007,4,1088,C306,Cash,Tablet
T2609,2023-08-26,S005,P005,3,1072,C319,Card,Printer
T2610,2023-05-15,S003,P001,2,304,C295,Cash,Printer
T2611,2023-05-31,S001,P008,1,786,C295,Cash,Printer
T2612,2023-08-24,S002,P012,4,771,C182,Card,Monitor
T2613,2023-08-12,S002,P014,5,584,C101,Cash,Tablet
T2614,2023-07-22,S004,P016,2,1308,C267,Card,Smartwatch
T2615,2023-09-13,S001,P010,1,1204,C283,Card,Smartwatch
T2616,2023-03-27,S005,P015,5,1073,C373,Card,Camera
T2617,2023-05-30,S003,P015,1,66,C257,Cash,Camera
T2618,2023-08-23,S005,P010,4,931,C301,Cash,Smartwatch
T2619,2023-12-11,S002,P007,5,1003,C292,Card,Tablet
T2620,2023-01-22,S005,P003,4,875,C399,Cash,Monitor
T2621,2023-12-14,S002,P002,5,1041,C176,Online,Headphones
T2622,2023-10-12,S002,P006,2,927,C240,Card,Mouse
T2623,2023-09-26,S002,P009,3,234,C296,Card,Monitor
T2624,2023-09-15,S002,P010,3,1464,C161,Online,Smartwatch
T2625,2023-01-29,S002,P004,1,1496,C183,Online,Smartwatch
T2626,2023-08-01,S004,P003,5,1085,C105,Card,Monitor
T2627,2023-10-10,S005,P009,4,129,C319,Online,Monitor
T2628,2023-02-19,S004,P017,2,858,C354,Card,Smartphone
T2629,2023-04-05,S004,P014,2,351,C188,Cash,Tablet
T2630,2023-03-29,S001,P010,2,1289,C309,Online,Smartwatch
T2631,2023-02-13,S001,P013,3,1321,C280,Card,Monitor
T2632,2023-10-05,S001,P012,4,1345,C308,Card,Monitor
T2633,2023-06-20,S003,P001,2,182,C373,Card,Printer
T2634,2023-07-08,S001,P019,2,1078,C165,Online,Camera
T2635,2023-12-19,S005,P019,1,805,C121,Cash,Camera
T2636,2023-07-03,S004,P006,5,678,C277,Cash,Mouse
T2637,2023-01-03,S005,P013,5,1059,C122,Online,Monitor
T2638,2023-07-10,S001,P019,5,822,C136,Card,Camera
T2639,2023-04-28,S003,P013,1,190,C350,Card,Monitor
T2640,2023-01-19,S003,P004,3,532,C249,Card,Smartwatch
T2641,2023-01-23,S004,P002,1,1378,C173,Online,Headphones
T2642,2023-01-30,S005,P015,2,394,C191,Online,Camera
T2643,2023-10-22,S002,P012,4,1343,C276,Card,Monitor
T2644,2023-04-18,S005,P007,2,1181,C226,Card,Tablet
T2645,2023-10-08,S001,P020,2,523,C304,Card,Smartphone
T2646,2023-05-08,S002,P018,4,1155,C346,Online,Monitor
T2647,2023-08-17,S003,P013,5,1157,C199,Online,Monitor
T2648,2023-04-21,S004,P017,1,1363,C371,Cash,Smartphone
T2649,2023-05-16,S004,P004,3,1144,C144,Card,Smartwatch
T2650,2023-12-28,S003,P014,2,224,C322,Card,Tablet
T2651,2023-07-05,S001,P020,2,891,C197,Cash,Smartphone
T2652,2023-05-24,S003,P013,3,1468,C136,Card,Monitor
T2653,2023-03-13,S001,P003,1,915,C268,Cash,Monitor
T2654,2023-05-09,S002,P018,2,1164,C130,Online,Monitor
T2655,2023-12-30,S003,P014,3,518,C382,Cash,Tablet
T2656,2023-09-18,S001,P015,2,1322,C185,Cash,Camera
T2657,2023-01-03,S002,P003,5,693,C221,Online,Monitor
T2658,2023-04-14,S003,P001,5,730,C387,Card,Printer
T2659,2023-08-12,S004,P017,2,1004,C348,Cash,Smartphone
T2660,2023-11-16,S003,P003,2,898,C284,Cash,Monitor
T2661,2023-12-28,S005,P014,5,290,C353,Card,Tablet
T2662,2023-12-20,S003,P003,2,751,C373,Cash,Monitor
T2663,2023-01-10,S005,P013,1,389,C309,Online,Monitor
T2664,2023-10-29,S002,P015,1,842,C124,Cash,Camera
T2665,2023-08-19,S003,P018,4,793,C222,Card,Monitor
T2666,2023-08-07,S002,P014,1,512,C325,Card,Tablet
T2667,2023-03-07,S002,P003,2,850,C223,Cash,Monitor
T2668,2023-04-22,S001,P019,2,1348,C394,Card,Camera
T2669,2023-01-13,S002,P008,3,64,C273,Card,Printer
T2670,2023-03-27,S002,P004,1,1114,C243,Cash,Smartwatch
T2671,2023-08-22,S003,P004,5,257,C269,Cash,Smartwatch
T2672,2023-03-31,S003,P019,5,1133,C157,Card,Camera
T2673,2023-11-10,S004,P011,4,414,C142,Cash,Headphones
T2674,2023-02-23,S001,P001,3,1313,C219,Online,Printer
T2675,2023-01-12,S002,P008,5,657,C221,Cash,Printer
T2676,2023-07-28,S001,P015,4,209,C351,Card,Camera
T2677,2023-01-14,S005,P001,1,446,C282,Online,Printer
T2678,2023-05-01,S002,P007,3,843,C265,Card,Tablet
T2679,2023-01-20,S001,P020,3,549,C364,Card,Smartphone
T2680,2023-03-16,S004,P020,2,258,C310,Online,Smartphone
T2681,2023-08-31,S004,P011,1,1206,C111,Cash,Headphones
T2682,2023-08-11,S002,P014,3,1454,C282,Card,Tablet
T2683,2023-03-11,S005,P016,4,482,C351,Cash,Smartwatch
T2684,2023-11-08,S004,P014,5,658,C238,Cash,Tablet
T2685,2023-07-30,S004,P012,1,438,C318,Online,Monitor
T2686,2023-04-11,S005,P017,1,1046,C339,Card,Smartphone
T2687,2023-07-05,S001,P014,3,632,C187,Online,Tablet
T2688,2023-05-12,S004,P010,3,481,C398,Online,Smartwatch
T2689,2023-04-21,S003,P014,3,1347,C393,Card,Tablet
T2690,2023-05-12,S004,P018,4,400,C192,Card,Monitor
T2691,2023-01-20,S001,P009,2,183,C308,Online,Monitor
T2692,2023-01-24,S001,P017,3,1139,C304,Online,Smartphone
T2693,2023-08-15,S002,P006,2,688,C286,Online,Mouse
T2694,2023-06-03,S003,P008,2,1278,C185,Card,Printer
T2695,2023-10-20,S001,P013,1,1371,C252,Card,Monitor
T2696,2023-08-18,S005,P018,5,166,C256,Online,Monitor
T2697,2023-11-06,S003,P005,5,1340,C393,Card,Printer
T2698,2023-12-25,S003,P006,4,198,C121,Card,Mouse
T2699,2023-07-21,S005,P019,4,1267,C261,Card,Camera
T2700,2023-02-07,S004,P004,5,228,C256,Cash,Smartwatch
T2701,2023-09-17,S005,P007,5,197,C243,Cash,Tablet
T2702,2023-07-07,S005,P004,1,514,C357,Online,Smartwatch
T2703,2023-02-26,S004,P011,1,1025,C207,Cash,Headphones
T2704,2023-01-20,S004,P012,5,618,C384,Online,Monitor
T2705,2023-09-30,S004,P014,3,1078,C150,Online,Tablet
T2706,2023-04-29,S004,P013,3,575,C135,Card,Monitor
T2707,2023-03-12,S004,P010,1,329,C324,Online,Smartwatch
T2708,2023-01-04,S005,P018,2,548,C256,Online,Monitor
T2709,2023-08-09,S002,P016,5,885,C291,Online,Smartwatch
T2710,2023-01-14,S002,P005,4,485,C284,Online,Printer
T2711,2023-01-03,S001,P008,3,865,C337,Card,Printer
T2712,2023-08-04,S002,P014,2,1289,C397,Card,Tablet
T2713,2023-08-17,S002,P005,3,736,C158,Online,Printer
T2714,2023-12-02,S005,P008,2,877,C139,Cash,Printer
T2715,2023-07-05,S004,P006,5,1018,C341,Cash,Mouse
T2716,2023-02-24,S004,P016,5,1210,C125,Online,Smartwatch
T2717,2023-09-11,S005,P004,5,661,C217,Card,Smartwatch
T2718,2023-01-24,S002,P012,1,644,C340,Online,Monitor
T2719,2023-06-11,S005,P011,2,1353,C275,Online,Headphones
T2720,2023-06-07,S001,P003,4,181,C328,Card,Monitor
T2721,2023-03-23,S004,P012,4,442,C353,Cash,Monitor
T2722,2023-06-08,S003,P005,5,530,C211,Online,Printer
T2723,2023-07-07,S001,P006,4,677,C341,Card,Mouse
T2724,2023-03-01,S001,P019,3,468,C324,Card,Camera
T2725,2023-11-01,S005,P018,2,1275,C398,Online,Monitor
T2726,2023-11-15,S002,P016,2,701,C152,Card,Smartwatch
T2727,2023-07-30,S004,P011,2,707,C321,Online,Headphones
T2728,2023-06-01,S003,P005,3,511,C388,Cash,Printer
T2729,2023-04-19,S001,P009,1,1275,C252,Online,Monitor
T2730,2023-03-17,S003,P003,3,201,C218,Cash,Monitor
T2731,2023-01-30,S002,P008,2,271,C379,Card,Printer
T2732,2023-11-10,S002,P006,2,128,C235,Online,Mouse
T2733,2023-04-27,S003,P004,2,1273,C309,Card,Smartwatch
T2734,2023-12-22,S004,P012,4,148,C227,Online,Monitor
T2735,2023-07-11,S002,P012,1,961,C393,Card,Monitor
T2736,2023-01-19,S003,P016,3,262,C107,Cash,Smartwatch
T2737,2023-06-22,S001,P010,2,1216,C322,Online,Smartwatch
T2738,2023-08-16,S003,P014,5,751,C177,Card,Tablet
T2739,2023-12-16,S003,P013,1,1462,C378,Online,Monitor
T2740,2023-07-02,S005,P009,5,1447,C327,Online,Monitor
T2741,2023-04-23,S002,P007,1,1125,C375,Cash,Tablet
T2742,2023-07-02,S004,P012,2,1016,C395,Card,Monitor
T2743,2023-05-26,S004,P005,1,184,C217,Online,Printer
T2744,2023-11-15,S005,P018,1,460,C392,Online,Monitor
T2745,2023-04-26,S004,P004,2,1185,C371,Online,Smartwatch
T2746,2023-04-23,S003,P002,5,834,C257,Online,Headphones
T2747,2023-09-08,S005,P003,5,1117,C160,Online,Monitor
T2748,2023-09-08,S001,P012,4,1470,C284,Card,Monitor
T2749,2023-10-30,S002,P003,5,310,C244,Online,Monitor
T2750,2023-11-09,S002,P004,5,792,C261,Online,Smartwatch
T2751,2023-04-28,S002,P006,1,594,C189,Online,Mouse
T2752,2023-10-28,S003,P012,4,437,C116,Card,Monitor
T2753,2023-06-10,S001,P019,2,1483,C349,Online,Camera
T2754,2023-07-17,S005,P010,2,65,C198,Online,Smartwatch
T2755,2023-09-17,S005,P001,3,711,C204,Cash,Printer
T2756,2023-05-28,S002,P017,4,151,C400,Cash,Smartphone
T2757,2023-08-28,S001,P016,1,1259,C335,Online,Smartwatch
T2758,2023-02-16,S001,P009,3,1000,C374,Online,Monitor
T2759,2023-07-17,S001,P009,3,980,C361,Cash,Monitor
T2760,2023-02-16,S004,P009,2,74,C339,Card,Monitor
T2761,2023-03-19,S004,P012,5,1145,C362,Card,Monitor
T2762,2023-05-04,S002,P009,1,67,C215,Cash,Monitor
T2763,2023-03-16,S001,P015,4,619,C368,Online,Camera
T2764,2023-12-25,S001,P002,3,1066,C112,Cash,Headphones
T2765,2023-05-17,S005,P011,1,1405,C173,Card,Headphones
T2766,2023-03-31,S005,P011,2,1170,C278,Cash,Headphones
T2767,2023-11-21,S002,P008,3,880,C360,Card,Printer
T2768,2023-03-02,S001,P006,3,1085,C359,Online,Mouse
T2769,2023-05-18,S002,P020,2,1084,C370,Online,Smartphone
T2770,2023-02-19,S005,P007,2,212,C220,Online,Tablet
T2771,2023-09-16,S005,P003,2,1356,C269,Card,Monitor
T2772,2023-04-17,S004,P008,1,921,C168,Cash,Printer
T2773,2023-04-23,S002,P018,1,884,C159,Online,Monitor
T2774,2023-12-16,S002,P017,1,1314,C230,Card,Smartphone
T2775,2023-09-11,S001,P011,5,906,C366,Online,Headphones
T2776,2023-04-28,S001,P002,3,1118,C175,Cash,Headphones
T2777,2023-07-17,S004,P019,1,1019,C190,Online,Camera
T2778,2023-12-03,S003,P007,5,642,C254,Card,Tablet
T2779,2023-12-31,S003,P018,3,304,C318,Card,Monitor
T2780,2023-02-20,S003,P008,1,116,C128,Online,Printer
T2781,2023-09-02,S002,P014,2,967,C230,Online,Tablet
T2782,2023-02-04,S002,P007,4,663,C166,Card,Tablet
T2783,2023-10-29,S005,P004,1,1023,C244,Online,Smartwatch
T2784,2023-03-10,S002,P017,4,652,C377,Online,Smartphone
T2785,2023-12-15,S002,P005,1,1115,C203,Online,Printer
T2786,2023-11-16,S002,P012,2,433,C137,Cash,Monitor
T2787,2023-02-18,S004,P009,4,1307,C349,Cash,Monitor
T2788,2023-03-15,S002,P020,5,1015,C256,Cash,Smartphone
T2789,2023-07-11,S001,P013,2,534,C232,Online,Monitor
T2790,2023-09-18,S001,P018,4,88,C147,Card,Monitor
T2791,2023-12-22,S005,P020,4,60,C295,Online,Smartphone
T2792,2023-03-11,S004,P009,2,673,C203,Online,Monitor
T2793,2023-03-31,S001,P004,2,458,C271,Cash,Smartwatch
T2794,2023-09-17,S004,P008,2,157,C189,Card,Printer
T2795,2023-05-06,S004,P001,3,1167,C346,Cash,Printer
T2796,2023-08-19,S005,P017,5,133,C158,Card,Smartphone
T2797,2023-10-22,S004,P009,1,107,C205,Online,Monitor
T2798,2023-05-09,S002,P020,4,1366,C280,Online,Smartphone
T2799,2023-10-07,S004,P013,1,1089,C169,Online,Monitor
T2800,2023-11-09,S005,P002,2,1040,C253,Card,Headphones
T2801,2023-04-10,S005,P013,5,887,C125,Cash,Monitor
T2802,2023-11-22,S005,P009,5,654,C135,Cash,Monitor
T2803,2023-10-24,S001,P020,3,1018,C115,Cash,Smartphone
T2804,2023-07-01,S002,P006,2,214,C206,Card,Mouse
T2805,2023-06-23,S001,P001,4,486,C318,Card,Printer
T2806,2023-11-12,S003,P005,3,776,C174,Online,Printer
T2807,2023-12-30,S002,P003,2,452,C385,Cash,Monitor
T2808,2023-07-07,S004,P004,3,1459,C138,Card,Smartwatch
T2809,2023-02-26,S005,P001,1,1211,C297,Cash,Printer
T2810,2023-01-31,S003,P014,2,765,C380,Cash,Tablet
T2811,2023-03-25,S002,P009,4,863,C375,Card,Monitor
T2812,2023-06-01,S001,P004,4,771,C274,Card,Smartwatch
T2813,2023-02-05,S005,P018,2,580,C144,Online,Monitor
T2814,2023-08-01,S001,P014,3,342,C254,Online,Tablet
T2815,2023-12-30,S002,P004,5,1072,C253,Online,Smartwatch
T2816,2023-04-16,S002,P010,2,511,C391,Cash,Smartwatch
T2817,2023-12-08,S003,P003,4,1446,C242,Cash,Monitor
T2818,2023-08-08,S004,P007,1,1235,C356,Online,Tablet
T2819,2023-06-12,S001,P010,4,691,C234,Cash,Smartwatch
T2820,2023-08-08,S003,P013,5,93,C132,Cash,Monitor
T2821,2023-09-27,S005,P004,4,1156,C126,Cash,Smartwatch
T2822,2023-04-30,S004,P018,5,941,C355,Cash,Monitor
T2823,2023-12-02,S003,P011,2,685,C323,Card,Headphones
T2824,2023-07-01,S001,P004,4,588,C156,Card,Smartwatch
T2825,2023-04-16,S002,P014,3,911,C393,Online,Tablet
T2826,2023-08-05,S005,P018,3,568,C225,Online,Monitor
T2827,2023-07-24,S001,P008,4,1484,C330,Cash,Printer
T2828,2023-03-11,S004,P010,4,1414,C153,Cash,Smartwatch
T2829,2023-02-13,S004,P005,1,760,C201,Card,Printer
T2830,2023-11-25,S002,P007,4,138,C392,Cash,Tablet
T2831,2023-10-28,S002,P012,1,1303,C367,Cash,Monitor
T2832,2023-08-16,S005,P003,1,1091,C383,Online,Monitor
T2833,2023-07-03,S005,P004,1,722,C102,Cash,Smartwatch
T2834,2023-04-17,S002,P010,1,913,C122,Card,Smartwatch
T2835,2023-03-25,S002,P004,2,939,C166,Cash,Smartwatch
T2836,2023-12-04,S004,P015,3,1354,C312,Cash,Camera
T2837,2023-09-07,S002,P010,1,471,C336,Cash,Smartwatch
T2838,2023-12-29,S003,P016,3,925,C117,Cash,Smartwatch
T2839,2023-01-21,S001,P015,1,751,C114,Cash,Camera
T2840,2023-07-15,S002,P019,3,387,C107,Card,Camera
T2841,2023-06-27,S005,P020,4,315,C322,Online,Smartphone
T2842,2023-01-07,S003,P019,4,852,C204,Cash,Camera
T2843,2023-03-11,S005,P018,3,1428,C101,Online,Monitor
T2844,2023-05-07,S003,P012,1,409,C387,Online,Monitor
T2845,2023-06-09,S002,P016,2,1063,C347,Card,Smartwatch
T2846,2023-09-05,S001,P001,3,266,C191,Online,Printer
T2847,2023-07-22,S005,P016,5,370,C314,Cash,Smartwatch
T2848,2023-05-28,S003,P002,2,899,C143,Cash,Headphones
T2849,2023-05-23,S004,P015,5,768,C174,Cash,Camera
T2850,2023-07-18,S002,P007,3,1041,C342,Cash,Tablet
T2851,2023-06-03,S001,P001,1,1285,C149,Card,Printer
T2852,2023-05-22,S002,P005,5,1002,C322,Online,Printer
T2853,2023-11-09,S004,P010,3,1276,C244,Card,Smartwatch
T2854,2023-06-14,S001,P004,2,766,C309,Online,Smartwatch
T2855,2023-11-10,S004,P014,1,1034,C199,Card,Tablet
T2856,2023-01-21,S002,P013,5,945,C288,Card,Monitor
T2857,2023-03-23,S003,P001,3,1226,C214,Card,Printer
T2858,2023-03-10,S002,P016,1,336,C275,Cash,Smartwatch
T2859,2023-05-11,S002,P009,1,806,C371,Cash,Monitor
T2860,2023-03-28,S002,P016,4,1394,C163,Card,Smartwatch
T2861,2023-08-06,S005,P019,1,545,C384,Online,Camera
T2862,2023-11-01,S004,P015,3,1222,C325,Online,Camera
T2863,2023-12-11,S004,P014,2,591,C261,Cash,Tablet
T2864,2023-12-07,S004,P020,4,684,C136,Card,Smartphone
T2865,2023-06-10,S005,P010,3,1399,C241,Cash,Smartwatch
T2866,2023-06-27,S003,P012,3,988,C296,Cash,Monitor
T2867,2023-04-27,S002,P001,3,1102,C251,Cash,Printer
T2868,2023-07-15,S003,P017,5,1332,C369,Card,Smartphone
T2869,2023-11-23,S005,P009,5,747,C140,Card,Monitor
T2870,2023-03-27,S004,P019,2,124,C338,Cash,Camera
T2871,2023-10-16,S002,P018,3,547,C322,Card,Monitor
T2872,2023-03-22,S001,P007,5,1489,C381,Online,Tablet
T2873,2023-06-01,S001,P009,5,771,C325,Online,Monitor
T2874,2023-03-02,S003,P012,5,1413,C254,Cash,Monitor
T2875,2023-03-02,S004,P007,2,357,C380,Online,Tablet
T2876,2023-12-20,S001,P014,2,753,C139,Cash,Tablet
T2877,2023-01-28,S003,P015,3,933,C317,Cash,Camera
T2878,2023-02-12,S005,P015,4,1314,C344,Cash,Camera
T2879,2023-06-18,S003,P006,3,302,C209,Card,Mouse
T2880,2023-03-27,S003,P014,5,985,C161,Card,Tablet
T2881,2023-06-26,S003,P002,5,1293,C298,Card,Headphones
T2882,2023-01-17,S002,P008,1,446,C376,Card,Printer
T2883,2023-04-08,S003,P013,3,1035,C272,Cash,Monitor
T2884,2023-07-17,S003,P006,5,1409,C372,Card,Mouse
T2885,2023-04-08,S002,P005,5,1102,C371,Online,Printer
T2886,2023-03-06,S002,P005,4,543,C142,Online,Printer
T2887,2023-11-26,S005,P001,1,1008,C289,Card,Printer
T2888,2023-12-07,S004,P009,3,1227,C360,Online,Monitor
T2889,2023-01-05,S001,P006,2,1041,C252,Online,Mouse
T2890,2023-01-02,S001,P020,3,1304,C231,Card,Smartphone
T2891,2023-01-22,S003,P007,3,151,C214,Cash,Tablet
T2892,2023-04-22,S005,P009,4,876,C322,Cash,Monitor
T2893,2023-02-26,S003,P005,3,226,C154,Cash,Printer
T2894,2023-03-07,S001,P014,4,1033,C396,Card,Tablet
T2895,2023-11-26,S002,P005,4,976,C142,Cash,Printer
T2896,2023-04-08,S004,P008,5,281,C193,Cash,Printer
T2897,2023-05-24,S005,P007,2,61,C360,Online,Tablet
T2898,2023-05-05,S002,P013,4,1259,C381,Cash,Monitor
T2899,2023-06-16,S004,P013,1,810,C292,Card,Monitor
T2900,2023-03-27,S005,P008,1,981,C225,Cash,Printer
T2901,2023-03-17,S005,P011,2,315,C396,Online,Headphones
T2902,2023-12-10,S001,P018,4,1208,C135,Online,Monitor
T2903,2023-10-21,S002,P019,2,806,C147,Online,Camera
T2904,2023-02-28,S005,P006,5,1104,C253,Online,Mouse
T2905,2023-05-18,S005,P002,1,505,C338,Cash,Headphones
T2906,2023-04-09,S004,P013,3,308,C105,Online,Monitor
T2907,2023-07-11,S001,P011,1,1177,C225,Online,Headphones
T2908,2023-08-31,S003,P001,4,480,C187,Online,Printer
T2909,2023-11-15,S001,P002,2,1455,C103,Cash,Headphones
T2910,2023-02-18,S003,P017,1,518,C265,Card,Smartphone
T2911,2023-02-01,S002,P008,3,1280,C323,Online,Printer
T2912,2023-10-04,S002,P002,3,696,C397,Online,Headphones
T2913,2023-01-20,S005,P006,2,496,C125,Online,Mouse
T2914,2023-06-03,S002,P005,2,832,C139,Cash,Printer
T2915,2023-03-09,S005,P016,1,1162,C205,Cash,Smartwatch
T2916,2023-08-02,S001,P008,4,244,C105,Online,Printer
T2917,2023-05-23,S002,P019,5,1487,C236,Card,Camera
T2918,2023-08-20,S001,P016,3,1195,C104,Online,Smartwatch
T2919,2023-08-01,S001,P013,2,511,C269,Card,Monitor
T2920,2023-03-20,S002,P020,5,1189,C178,Card,Smartphone
T2921,2023-08-02,S001,P007,5,245,C119,Cash,Tablet
T2922,2023-04-26,S002,P016,5,85,C305,Cash,Smartwatch
T2923,2023-04-02,S002,P016,4,116,C133,Cash,Smartwatch
T2924,2023-09-27,S002,P012,2,694,C250,Card,Monitor
T2925,2023-06-17,S003,P014,3,1354,C293,Card,Tablet
T2926,2023-02-27,S001,P018,2,1084,C239,Card,Monitor
T2927,2023-10-11,S004,P018,1,371,C372,Cash,Monitor
T2928,2023-01-26,S002,P016,3,289,C296,Cash,Smartwatch
T2929,2023-03-07,S001,P020,2,1066,C227,Cash,Smartphone
T2930,2023-09-05,S005,P016,3,1133,C331,Online,Smartwatch
T2931,2023-09-11,S002,P013,1,699,C144,Card,Monitor
T2932,2023-02-13,S002,P009,3,611,C330,Card,Monitor
T2933,2023-04-07,S004,P009,5,214,C316,Online,Monitor
T2934,2023-02-11,S003,P013,4,880,C344,Card,Monitor
T2935,2023-08-15,S003,P004,1,238,C109,Card,Smartwatch
T2936,2023-09-19,S002,P009,3,141,C350,Online,Monitor
T2937,2023-06-16,S001,P015,1,338,C300,Card,Camera
T2938,2023-10-06,S005,P014,5,1148,C179,Cash,Tablet
T2939,2023-03-30,S005,P019,4,1458,C345,Online,Camera
T2940,2023-06-27,S001,P012,1,1126,C290,Card,Monitor
T2941,2023-07-16,S002,P006,5,224,C186,Cash,Mouse
T2942,2023-11-03,S005,P003,5,523,C371,Card,Monitor
T2943,2023-09-24,S003,P020,5,1434,C362,Online,Smartphone
T2944,2023-09-25,S001,P016,3,319,C101,Cash,Smartwatch
T2945,2023-03-15,S004,P020,2,456,C120,Card,Smartphone
T2946,2023-01-08,S002,P017,1,1197,C230,Online,Smartphone
T2947,2023-10-24,S001,P016,2,743,C358,Card,Smartwatch
T2948,2023-06-13,S005,P006,5,425,C231,Card,Mouse
T2949,2023-03-26,S002,P008,2,1465,C107,Cash,Printer
T2950,2023-03-13,S003,P019,5,231,C341,Card,Camera
T2951,2023-02-24,S002,P002,5,85,C292,Online,Headphones
T2952,2023-02-16,S002,P014,4,1285,C397,Online,Tablet
T2953,2023-08-26,S003,P012,4,183,C215,Cash,Monitor
T2954,2023-04-14,S003,P017,2,914,C202,Cash,Smartphone
T2955,2023-07-29,S002,P015,1,973,C101,Card,Camera
T2956,2023-02-11,S003,P018,2,739,C125,Online,Monitor
T2957,2023-11-12,S001,P016,1,540,C309,Cash,Smartwatch
T2958,2023-09-25,S003,P013,2,890,C243,Card,Monitor
T2959,2023-09-20,S003,P017,3,1037,C297,Card,Smartphone
T2960,2023-12-02,S002,P008,3,888,C245,Online,Printer
T2961,2023-12-31,S001,P001,1,1119,C249,Online,Printer
T2962,2023-09-16,S004,P003,4,717,C281,Card,Monitor
T2963,2023-10-10,S004,P016,1,1474,C155,Online,Smartwatch
T2964,2023-04-24,S005,P002,2,1069,C238,Card,Headphones
T2965,2023-12-29,S003,P015,5,481,C309,Card,Camera
T2966,2023-02-09,S003,P001,3,797,C285,Online,Printer
T2967,2023-08-08,S001,P009,5,877,C165,Cash,Monitor
T2968,2023-05-09,S004,P016,3,566,C137,Card,Smartwatch
T2969,2023-01-08,S005,P004,2,511,C212,Online,Smartwatch
T2970,2023-04-11,S001,P012,3,1015,C363,Card,Monitor
T2971,2023-06-25,S003,P001,1,230,C176,Card,Printer
T2972,2023-04-17,S004,P001,5,194,C396,Card,Printer
T2973,2023-04-11,S005,P007,5,1338,C278,Online,Tablet
T2974,2023-09-17,S002,P018,2,784,C354,Online,Monitor
T2975,2023-09-03,S004,P015,5,455,C101,Online,Camera
T2976,2023-10-02,S005,P013,2,862,C248,Cash,Monitor
T2977,2023-02-01,S001,P016,4,1018,C259,Card,Smartwatch
T2978,2023-05-17,S002,P007,1,1004,C368,Cash,Tablet
T2979,2023-01-12,S005,P016,3,533,C250,Card,Smartwatch
T2980,2023-10-29,S005,P013,3,531,C229,Online,Monitor
T2981,2023-01-16,S003,P014,3,1310,C226,Card,Tablet
T2982,2023-05-09,S004,P017,4,388,C101,Card,Smartphone
T2983,2023-03-04,S003,P012,1,317,C217,Card,Monitor
T2984,2023-04-19,S002,P020,5,315,C249,Cash,Smartphone
T2985,2023-01-21,S005,P013,5,577,C369,Online,Monitor
T2986,2023-06-07,S003,P020,1,1165,C289,Online,Smartphone
T2987,2023-09-26,S004,P015,1,1321,C241,Card,Camera
T2988,2023-06-11,S002,P004,3,1092,C205,Online,Smartwatch
T2989,2023-09-17,S001,P002,5,921,C352,Cash,Headphones
T2990,2023-04-12,S003,P018,1,1463,C381,Cash,Monitor
T2991,2023-08-11,S002,P002,5,1461,C201,Online,Headphones
T2992,2023-02-28,S001,P015,1,975,C382,Cash,Camera
T2993,2023-09-04,S003,P019,2,1168,C263,Cash,Camera
T2994,2023-05-08,S002,P015,3,479,C303,Online,Camera
T2995,2023-10-10,S002,P020,1,844,C200,Online,Smartphone
T2996,2023-11-21,S003,P010,4,990,C381,Card,Smartwatch
T2997,2023-01-25,S002,P020,1,1110,C357,Card,Smartphone
T2998,2023-05-11,S005,P011,2,1466,C194,Cash,Headphones
T2999,2023-12-19,S003,P010,4,1364,C379,Online,Smartwatch
T3000,2023-07-15,S002,P005,4,352,C327,Cash,Printer
T3001,2023-10-08,S001,P009,1,450,C250,Online,Monitor
T3002,2023-06-03,S001,P020,2,872,C162,Cash,Smartphone
T3003,2023-05-13,S005,P019,4,393,C229,Cash,Camera
T3004,2023-08-15,S003,P013,3,912,C287,Cash,Monitor
T3005,2023-07-08,S002,P018,3,567,C168,Card,Monitor
T3006,2023-09-22,S002,P017,5,1450,C130,Online,Smartphone
T3007,2023-05-14,S001,P006,5,214,C375,Cash,Mouse
T3008,2023-07-30,S005,P010,2,1086,C227,Card,Smartwatch
T3009,2023-03-01,S001,P002,4,74,C313,Cash,Headphones
T3010,2023-12-30,S001,P006,3,1196,C234,Cash,Mouse
T3011,2023-12-30,S005,P013,3,178,C319,Online,Monitor
T3012,2023-08-01,S003,P018,2,866,C257,Cash,Monitor
T3013,2023-08-04,S002,P007,4,1067,C288,Online,Tablet
